,cond_evidence,cond_question,task,task_complete,uid,num_catch,num_correct,scenario,start
373,random,['bard'],exculpatory_conditional,1.0,ACY3ZOOZMVS7Y,6.0,6.0,31.0,2020-12-12 14:29:39
374,credible,['bard'],exculpatory_conditional,0.0,ANGX140AUBADX,,,,
375,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1X1HUVI6BTIMV,3.0,0.0,11.0,2020-12-12 14:31:03
376,credible,['bard'],exculpatory_conditional,0.0,A3AHQB31UANS2Q,3.0,0.0,11.0,2020-12-12 14:28:46
377,random,['bard'],exculpatory_conditional,0.0,A3OMCO1B3Q1ET0,5.0,2.0,22.0,2020-12-12 14:24:55
378,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,%20COPIEDA2USDJRXRSBI7S,3.0,0.0,11.0,2020-12-12 14:30:27
379,random,['bard'],exculpatory_conditional,0.0,A2SWZXDFG3CEAK,3.0,0.0,11.0,2020-12-12 14:31:58
380,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3L1OCQ016ILDX,1.0,0.0,4.0,2020-12-12 14:34:40
381,random,['bard'],exculpatory_conditional,0.0,AS8ZVCZ69KGB4,2.0,2.0,8.0,2020-12-12 14:34:07
382,random,['bard'],exculpatory_conditional,0.0,A13IQKFYQ5WIXS,2.0,2.0,7.0,2020-12-12 14:34:02
383,credible,['bard'],exculpatory_conditional,0.0,A1BLTX32DOWRYK,,,,
384,random,['bard'],exculpatory_conditional,0.0,A2VNSNAN1LZBAM,1.0,1.0,6.0,2020-12-12 14:35:15
385,random,['bard'],exculpatory_conditional,0.0,A3D5VZQM079JQJ,,,2.0,2020-12-12 14:36:16
386,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1G5N2J0IMPJE8,1.0,1.0,5.0,2020-12-12 14:38:02
387,random,['bard'],exculpatory_conditional,0.0,A2HHBNMMODXL35,1.0,0.0,2.0,2020-12-12 14:38:32
388,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1KT0D8YWLHN71,,,,
389,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,testestestest,,,2.0,2020-12-14 17:36:43
390,credible,['bard'],exculpatory_conditional,0.0,testytestytesty,,,1.0,2020-12-14 19:06:34
391,credible,['bard'],exculpatory_conditional,0.0,A2YFQS0N1IAN9IA2YFQS0N1IAN9I,6.0,3.0,28.0,2020-12-14 19:13:18
392,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3MJQQB0CQIHJP,2.0,0.0,7.0,2020-12-14 19:19:02
393,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2U5OWTK0I9YBO,6.0,3.0,28.0,2020-12-14 19:23:00
394,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1U3TT3VMH9FU9,6.0,4.0,31.0,2020-12-14 19:46:36
395,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1HAE2YCP7B7I8,3.0,1.0,14.0,2020-12-14 21:18:54
396,random,['bard'],exculpatory_conditional,1.0,A23WCDJKAT0RN5,6.0,6.0,31.0,2020-12-14 21:21:17
397,random,['bard'],exculpatory_conditional,1.0,A34T4R7G25LDJM,6.0,4.0,31.0,2020-12-14 21:20:09
398,random,['bard'],exculpatory_conditional,0.0,https://worker.mturk.com/projects/3Z18Y091VCUXOSB7DD6FWEWIC7FF1F/tasksA1DIAHI4Z5I72U,,,,
399,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1DIAHI4Z5I72U,4.0,1.0,17.0,2020-12-15 02:21:47
400,inculpatory,['bard'],exculpatory_conditional,0.0,ACXP8KHFX06KR,1.0,0.0,2.0,2020-12-14 21:26:57
401,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A12IEOJ4GTJ00H,6.0,5.0,31.0,2020-12-14 21:29:52
402,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A3BLJ6QSDTZC9U,6.0,6.0,31.0,2020-12-14 21:31:39
403,random,['bard'],exculpatory_conditional,0.0,A34TMF92KMXNSV,2.0,0.0,7.0,2020-12-14 21:34:56
404,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A11JIMV1EQESIC,6.0,6.0,31.0,2020-12-14 21:40:03
405,inculpatory,['bard'],exculpatory_conditional,1.0,AFBVEFNU3LJ25,6.0,4.0,31.0,2020-12-14 21:41:21
406,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2737204KZ6TJM,2.0,0.0,7.0,2020-12-14 21:42:48
407,credible,['bard'],exculpatory_conditional,1.0,AHI7YD57642HS,6.0,5.0,31.0,2020-12-14 21:52:44
408,inculpatory,['bard'],exculpatory_conditional,0.0,A5BVUW06ZQ6D3,,,,
409,inculpatory,['bard'],exculpatory_conditional,1.0,A2WVCXVSE0YGML,6.0,6.0,31.0,2020-12-14 21:59:24
410,inculpatory,['bard'],exculpatory_conditional,1.0,A38DHLB88V8DL8,6.0,6.0,31.0,2020-12-14 21:59:40
411,credible,['bard'],exculpatory_conditional,1.0,A17ZQKHXYRCDD5,6.0,6.0,31.0,2020-12-14 22:03:54
412,random,['bard'],exculpatory_conditional,1.0,A1DUAMWOX0BORV,6.0,6.0,31.0,2020-12-14 22:25:14
413,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AJI0LRQLV9GGR,4.0,1.0,17.0,2020-12-14 22:09:36
414,inculpatory,['bard'],exculpatory_conditional,0.0,A2W6EWTLRV8Z7E,1.0,0.0,2.0,2020-12-14 22:11:46
415,credible,['bard'],exculpatory_conditional,0.0,A3KAYAX1FCN6HK,,,,
416,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2OTLFQIR3121B,1.0,0.0,6.0,2020-12-14 22:22:20
417,credible,['bard'],exculpatory_conditional,1.0,AWKUOA7M4P8YI,6.0,6.0,31.0,2020-12-14 22:26:48
418,random,['bard'],exculpatory_conditional,0.0,AWGDD48HFUF1W,2.0,1.0,7.0,2020-12-14 22:31:27
419,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A3KK5FKG3L0Q66,6.0,6.0,31.0,2020-12-14 22:40:55
420,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A26GRGF6M1S5W9,,,2.0,2020-12-14 22:45:32
421,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1198W1SPF1R4,6.0,6.0,31.0,2020-12-14 22:53:11
422,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AEF74ZYJTTEIA,6.0,6.0,31.0,2020-12-14 22:58:35
423,inculpatory,['bard'],exculpatory_conditional,0.0,A2J1KKA30A4C3P,5.0,2.0,22.0,2020-12-14 23:03:48
424,random,['bard'],exculpatory_conditional,1.0,A002160837SWJFPIAI7L7,6.0,6.0,31.0,2020-12-14 23:20:38
425,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A33VGSEJ44ORMF,6.0,6.0,31.0,2020-12-14 23:20:42
426,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A20C38AB8D6Z2L,,,2.0,2020-12-14 23:20:20
427,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3TY0AVHVTOVJ7,3.0,0.0,11.0,2020-12-14 23:32:25
428,inculpatory,['bard'],exculpatory_conditional,1.0,A3GO2JCV966XGE,6.0,6.0,31.0,2020-12-14 23:27:14
429,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3MCGKRH5KEZR8,,,,
430,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AG36U7IOG2LAP,6.0,6.0,31.0,2020-12-14 23:33:28
431,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2S3SV1LQTKJ8K,6.0,6.0,31.0,2020-12-14 23:40:07
432,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A30US88GBGBG0V,6.0,5.0,31.0,2020-12-14 23:38:43
433,inculpatory,['bard'],exculpatory_conditional,0.0,ATJ92FYQX176Z,1.0,1.0,6.0,2020-12-14 23:43:25
434,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3CFBT2CBQQIZY,,,1.0,2020-12-14 23:50:28
435,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AAPJO2YFB16CM,6.0,5.0,31.0,2020-12-14 23:54:12
436,credible,['bard'],exculpatory_conditional,1.0,A2LZ9KG42SZ3I0,6.0,6.0,31.0,2020-12-14 23:56:08
437,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AWAW665TQQP2F,6.0,6.0,31.0,2020-12-15 00:05:11
438,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2YLK83DQ6PA5Y,6.0,6.0,31.0,2020-12-15 00:00:29
439,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A27O7H19C0WQ7T,6.0,6.0,31.0,2020-12-15 00:04:46
440,inculpatory,['bard'],exculpatory_conditional,1.0,AKSLU0C30G3JT,6.0,6.0,31.0,2020-12-15 00:07:43
441,credible,['bard'],exculpatory_conditional,1.0,AAJ1ZQECDZBEE,6.0,6.0,31.0,2020-12-15 00:08:44
442,inculpatory,['bard'],exculpatory_conditional,0.0,A28VRECAUOO7U9,5.0,5.0,25.0,2020-12-15 00:12:06
443,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3A6BVDDO2M1C9,2.0,0.0,7.0,2020-12-15 00:16:21
444,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AHC727K66Y7Q0,6.0,6.0,31.0,2020-12-15 00:18:27
445,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1DAU187NK9I4M,6.0,6.0,31.0,2020-12-15 00:25:49
446,credible,['bard'],exculpatory_conditional,1.0,A3JTDNRJYVCGQD,6.0,6.0,31.0,2020-12-15 00:20:12
447,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AMOAGR64033TY,6.0,6.0,31.0,2020-12-15 00:19:57
448,credible,['bard'],exculpatory_conditional,0.0,A3RBOMWBHO8FVB,,,,
449,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A314HZMO5U42D8,6.0,6.0,31.0,2020-12-15 00:38:00
450,credible,['bard'],exculpatory_conditional,1.0,A1FWL512NDBPBA,6.0,6.0,31.0,2020-12-15 00:41:10
451,credible,['bard'],exculpatory_conditional,0.0,A3JHC4G2MHX9JS,3.0,0.0,11.0,2020-12-15 00:51:26
452,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2B2HQHFBYLTXU,6.0,6.0,31.0,2020-12-15 01:01:37
453,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AYA1LRB27KSR1,6.0,6.0,31.0,2020-12-15 00:57:12
454,credible,['bard'],exculpatory_conditional,1.0,AXOQ8FN7BIFGI,6.0,6.0,31.0,2020-12-15 01:00:37
455,credible,['bard'],exculpatory_conditional,1.0,A12TKLBACBXNEW,6.0,6.0,31.0,2020-12-15 01:24:10
456,inculpatory,['bard'],exculpatory_conditional,1.0,A1M24593XO5Z3C,6.0,6.0,31.0,2020-12-15 01:26:17
457,credible,['bard'],exculpatory_conditional,1.0,A2PSNPBPX548KQ,6.0,6.0,31.0,2020-12-15 01:26:03
458,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1LW7S3NBOSJPA,4.0,1.0,17.0,2020-12-15 01:36:48
459,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3PI4ITVRG9ZWK,,,,
460,random,['bard'],exculpatory_conditional,1.0,A33J9Z57TMJJSP,6.0,5.0,31.0,2020-12-15 01:57:22
461,inculpatory,['bard'],exculpatory_conditional,0.0,A1R56DJ485MV3E,,,2.0,2020-12-15 01:56:55
462,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A22A8HV5E06VQZ,5.0,3.0,22.0,2020-12-15 02:10:51
463,inculpatory,['bard'],exculpatory_conditional,1.0,APRF959FYZDFN,6.0,4.0,31.0,2020-12-15 02:11:10
464,credible,['bard'],exculpatory_conditional,0.0,A2AYGUG3WVAE8X,,,,
465,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A3P4XZJM2DEATZ,6.0,6.0,31.0,2020-12-15 02:32:09
466,random,['bard'],exculpatory_conditional,0.0,A1V18LQH0K1L62,,,2.0,2020-12-15 02:49:00
467,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2CDAF10UOOIG6,6.0,6.0,31.0,2020-12-15 03:09:13
468,credible,['bard'],exculpatory_conditional,1.0,A3E6HPXTP1ZCV6,6.0,4.0,31.0,2020-12-15 03:01:29
469,inculpatory,['bard'],exculpatory_conditional,0.0,A1U0ZV3LHDLBGZ,3.0,0.0,11.0,2020-12-15 03:05:56
470,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2OVX9UW5WANQE,6.0,6.0,31.0,2020-12-15 03:13:03
471,random,['bard'],exculpatory_conditional,0.0,A12GM5Z7BHMG0D,5.0,2.0,22.0,2020-12-15 03:40:10
472,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3AB866JYLTERS,3.0,0.0,11.0,2020-12-15 03:41:51
473,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A33A1I9VLRW7YQ,3.0,0.0,11.0,2020-12-15 03:41:56
474,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2ST4IPA3GYFSP,3.0,0.0,11.0,2020-12-15 04:15:54
475,inculpatory,['bard'],exculpatory_conditional,0.0,A1BQMWW914N0S4,,,2.0,2020-12-15 04:34:59
476,credible,['bard'],exculpatory_conditional,0.0,A299IDZN1XZG4H,1.0,0.0,2.0,2020-12-15 05:22:52
477,random,['bard'],exculpatory_conditional,1.0,A38FIMIHKIJYDN,6.0,6.0,31.0,2020-12-15 05:36:10
478,inculpatory,['bard'],exculpatory_conditional,0.0,AG979LACJ1PU8,1.0,0.0,7.0,2020-12-15 05:42:32
479,random,['bard'],exculpatory_conditional,0.0,A39S5SE0ME5GUG,2.0,0.0,7.0,2020-12-15 06:21:29
480,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1BYXQ8PL7ZFNS,6.0,5.0,31.0,2020-12-15 06:29:01
481,inculpatory,['bard'],exculpatory_conditional,1.0,A1N53V41FMCR7Q,6.0,6.0,31.0,2020-12-15 06:34:15
482,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AL6FC2OI6KM95,4.0,1.0,17.0,2020-12-15 06:59:45
483,inculpatory,['bard'],exculpatory_conditional,1.0,A1LLBT92I9VVCQ,6.0,6.0,31.0,2020-12-15 07:06:48
484,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AHBJGFJNUR0EC,,,,
485,credible,['bard'],exculpatory_conditional,0.0,A1BQ7TAPC1235O,3.0,0.0,11.0,2020-12-15 13:22:28
486,credible,['bard'],exculpatory_conditional,0.0,A3JN88NC5T41VM,3.0,1.0,11.0,2020-12-15 08:24:00
487,inculpatory,['bard'],exculpatory_conditional,0.0,AY9T679IYU79I,5.0,2.0,22.0,2020-12-15 08:41:19
488,credible,['bard'],exculpatory_conditional,1.0,A2LF84L3K71GR2,6.0,6.0,31.0,2020-12-15 09:45:57
489,random,['bard'],exculpatory_conditional,0.0,A2RPWADMIRY42T,4.0,1.0,17.0,2020-12-15 11:08:44
490,random,['bard'],exculpatory_conditional,0.0,A21MBN5FAXVDSF,,,1.0,2020-12-15 11:08:52
491,inculpatory,['bard'],exculpatory_conditional,0.0,AMEQUH2AXDPR2,5.0,2.0,22.0,2020-12-15 11:09:58
492,credible,['bard'],exculpatory_conditional,0.0,A31TZL82Q6JNSF,3.0,0.0,11.0,2020-12-15 11:09:22
493,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A25DHG5ER7AVSX,3.0,1.0,11.0,2020-12-15 11:09:18
494,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A246I35NUEIFYE,6.0,6.0,31.0,2020-12-15 11:13:32
495,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A80SO9MBRFPYE,6.0,4.0,29.0,2020-12-15 11:11:00
496,credible,['bard'],exculpatory_conditional,1.0,A16MXC30ZQ2W82,6.0,4.0,31.0,2020-12-15 11:11:32
497,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2N8SM7NRJEDG5,4.0,1.0,17.0,2020-12-15 11:14:12
498,random,['bard'],exculpatory_conditional,0.0,A20ZOAYRMRR2RA,4.0,1.0,17.0,2020-12-15 11:10:45
499,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AT56XD6ZCJHH5,,,,
500,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3BKUY3SFZKK6T,5.0,2.0,21.0,2020-12-15 11:12:42
501,credible,['bard'],exculpatory_conditional,1.0,A1F9KLZGHE9DTA,6.0,6.0,31.0,2020-12-15 11:14:18
502,inculpatory,['bard'],exculpatory_conditional,0.0,A1NPPAY3VQT849,3.0,0.0,11.0,2020-12-15 11:13:55
503,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A142OND6055FT8,6.0,5.0,31.0,2020-12-15 11:14:03
504,inculpatory,['bard'],exculpatory_conditional,0.0,A2PI5W803BVN1J,4.0,1.0,17.0,2020-12-15 11:14:28
505,credible,['bard'],exculpatory_conditional,1.0,AISP1W21TP0H6,6.0,5.0,31.0,2020-12-15 11:17:48
506,random,['bard'],exculpatory_conditional,0.0,A2K80ODOHDZ9QL,3.0,1.0,11.0,2020-12-15 11:20:00
507,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AGO9UYGVEHK7U,4.0,1.0,17.0,2020-12-15 11:20:52
508,inculpatory,['bard'],exculpatory_conditional,1.0,ASKUEWVYYCZWO,6.0,6.0,31.0,2020-12-15 11:24:22
509,inculpatory,['bard'],exculpatory_conditional,0.0,AVR3NY5GN6BL2,,,,
510,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1KK0U79F6OS7G,6.0,6.0,31.0,2020-12-15 11:25:31
511,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1RH3X41J9J05R,6.0,6.0,31.0,2020-12-15 11:27:18
512,credible,['bard'],exculpatory_conditional,1.0,A2IFP1BH4JU926,6.0,4.0,31.0,2020-12-15 11:27:24
513,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A5P4NZBHLQIU5,6.0,6.0,31.0,2020-12-15 11:29:26
514,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2FX4BE3C91RX1,6.0,6.0,31.0,2020-12-15 11:32:06
515,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A20IA63WXHF683,6.0,6.0,31.0,2020-12-15 11:31:42
516,credible,['bard'],exculpatory_conditional,0.0,AIZEPJVUHEDYZ,5.0,2.0,22.0,2020-12-15 11:30:28
517,inculpatory,['bard'],exculpatory_conditional,0.0,A35BGE806G7Y07,2.0,1.0,11.0,2020-12-15 12:30:51
518,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1J7VD5KF0A442,6.0,6.0,31.0,2020-12-15 11:46:36
519,credible,['bard'],exculpatory_conditional,0.0,AMNM1PN1DMVR9,4.0,1.0,17.0,2020-12-15 11:31:23
520,inculpatory,['bard'],exculpatory_conditional,0.0,123456789,,,,
521,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A9LZD0HA6K7QX,6.0,3.0,28.0,2020-12-15 14:33:44
522,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A10M2U35VDZIFL,6.0,5.0,31.0,2020-12-15 11:33:47
523,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A20DFYOMPWDBP8,6.0,3.0,28.0,2020-12-15 11:35:11
524,random,['bard'],exculpatory_conditional,0.0,A2NHFSO7GMM8QR,6.0,3.0,28.0,2020-12-15 11:36:47
525,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,321213166526,,,,
526,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2RLOB9VH2XSRT,6.0,6.0,31.0,2020-12-15 11:41:56
527,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A22FGXLVFDAMKP,4.0,1.0,17.0,2020-12-15 11:42:27
528,inculpatory,['bard'],exculpatory_conditional,0.0,A2O7QAQQFQFAOO,3.0,0.0,11.0,2020-12-15 11:42:57
529,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2DIPD0N2YL9ST,3.0,0.0,11.0,2020-12-15 11:44:51
530,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3FLARRKPV5ITF,4.0,1.0,17.0,2020-12-15 11:47:01
531,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2MS1GQLGAX9FZ,2.0,2.0,7.0,2020-12-15 11:53:47
532,credible,['bard'],exculpatory_conditional,1.0,AB2JXV5YUJ1Y7,,,31.0,2020-12-15 11:50:36
533,random,['bard'],exculpatory_conditional,0.0,A1W4QXY7ZURK69,5.0,2.0,22.0,2020-12-15 11:51:03
534,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2LCNS0GDGZJC6,3.0,0.0,11.0,2020-12-15 11:56:37
535,inculpatory,['bard'],exculpatory_conditional,0.0,AHOAWSW1I3ELX,5.0,2.0,22.0,2020-12-15 06:03:31
536,random,['bard'],exculpatory_conditional,1.0,AOG0PUCLMU0HH,6.0,5.0,31.0,2020-12-15 12:01:53
537,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A23GBV8QE6V47A,,,2.0,2020-12-15 12:01:49
538,credible,['bard'],exculpatory_conditional,0.0,A1XS4H15IKH0YL,5.0,2.0,22.0,2020-12-15 12:05:39
539,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AS4NIEQJWCG3M,6.0,6.0,31.0,2020-12-15 12:06:01
540,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2OD2CFXV8WT53,3.0,0.0,11.0,2020-12-15 12:07:06
541,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A17E3LY7IC0OO9,2.0,1.0,7.0,2020-12-15 12:08:58
542,inculpatory,['bard'],exculpatory_conditional,0.0,A1JDWUFGRRZS64,2.0,1.0,7.0,2020-12-15 12:13:35
543,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A88RBIQEK5OFT,5.0,2.0,22.0,2020-12-15 12:12:16
544,random,['bard'],exculpatory_conditional,1.0,A24BRTWG07T53Z,6.0,6.0,31.0,2020-12-15 12:40:14
545,credible,['bard'],exculpatory_conditional,1.0,A2X6JK36FJ3G3E,6.0,5.0,31.0,2020-12-15 12:24:50
546,random,['bard'],exculpatory_conditional,0.0,A2X6JK36FJ3G3E,6.0,5.0,31.0,2020-12-15 12:24:50
547,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3IWXRMHSCAOV8,,,2.0,2020-12-15 12:33:43
548,credible,['bard'],exculpatory_conditional,1.0,A16SEKJCIC6HUS,6.0,6.0,31.0,2020-12-15 12:29:36
549,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2EJWF3VD8D2B1,5.0,2.0,22.0,2020-12-15 12:47:43
550,inculpatory,['bard'],exculpatory_conditional,1.0,A3K2RP0GCNCOAP,6.0,6.0,31.0,2020-12-15 12:34:03
551,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1KPOY8TUVWK0Z,3.0,1.0,11.0,2020-12-15 12:34:25
552,inculpatory,['bard'],exculpatory_conditional,1.0,A34U4186EW0B9X,6.0,6.0,31.0,2020-12-15 12:39:31
553,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AXGX74CY42MQD,3.0,0.0,11.0,2020-12-15 12:38:56
554,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3ERJEIOK31ATZ,3.0,1.0,14.0,2020-12-15 13:12:05
555,random,['bard'],exculpatory_conditional,0.0,A1BXGDMXKIH2SH,2.0,0.0,7.0,2020-12-15 12:46:19
