,cond_evidence,cond_question,task,task_complete,uid,num_catch,num_correct,scenario,start
556,random,['bard'],exculpatory_conditional,1.0,AOP9WB55GYGL7,6.0,6.0,31.0,2020-12-15 12:57:01
557,random,['bard'],exculpatory_conditional,0.0,A23S43T3IIQ9RU,,,,
558,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2RBIGF3LV2DOY,1.0,0.0,2.0,2020-12-15 13:08:43
559,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1NPH1NMPOZGC6,6.0,5.0,31.0,2020-12-15 13:17:08
560,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AZWL5WAILWDHE,1.0,1.0,6.0,2020-12-15 13:25:38
561,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1QDCEBVFBQR63,6.0,6.0,31.0,2020-12-15 13:37:11
562,random,['bard'],exculpatory_conditional,1.0,A26ZA5ZY0G5AGI,6.0,5.0,31.0,2020-12-15 13:43:10
563,random,['bard'],exculpatory_conditional,0.0,A3O6HKQXS9LVT4,3.0,1.0,11.0,2020-12-15 11:12:13
564,credible,['bard'],exculpatory_conditional,0.0,A1QJYHECPCO7CM,1.0,0.0,2.0,2020-12-15 13:44:52
565,random,['bard'],exculpatory_conditional,0.0,AY1F3Z590EDLY,,,,
566,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1GRLZL4F72RBJ,6.0,6.0,31.0,2020-12-15 13:47:21
567,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2UJN8QT2Z6ELV,1.0,1.0,5.0,2020-12-15 13:50:49
568,random,['bard'],exculpatory_conditional,0.0,A1BKF0KULCF6Y6,5.0,5.0,22.0,2020-12-15 13:53:32
569,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3MO3KJFA8LWRT,3.0,0.0,11.0,2020-12-15 14:02:36
570,random,['bard'],exculpatory_conditional,0.0,A3L3CPH74QYN3B,6.0,3.0,28.0,2020-12-15 14:07:25
571,random,['bard'],exculpatory_conditional,1.0,A6U2C66WQ7QQN,6.0,6.0,31.0,2020-12-15 14:18:25
572,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2LPDJOQQN9U71,3.0,2.0,11.0,2020-12-15 14:17:22
573,credible,['bard'],exculpatory_conditional,0.0,A1C656HPV1N2F5,2.0,0.0,7.0,2020-12-15 14:20:09
574,inculpatory,['bard'],exculpatory_conditional,1.0,A39GADIK8RLMVC,6.0,5.0,31.0,2020-12-15 14:27:53
575,random,['bard'],exculpatory_conditional,0.0,AZL3K1ODMQGQ0,6.0,5.0,28.0,2020-12-15 14:31:55
576,random,['bard'],exculpatory_conditional,1.0,A1TXNNM9JRHKBG,6.0,5.0,31.0,2020-12-15 14:43:33
577,credible,['bard'],exculpatory_conditional,0.0,A1NE36LQVKANF7,,,,
578,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1OW27AZS122X2,6.0,6.0,31.0,2020-12-15 14:50:31
579,random,['bard'],exculpatory_conditional,0.0,ALKF763KECU1H,3.0,0.0,11.0,2020-12-15 15:23:45
580,inculpatory,['bard'],exculpatory_conditional,1.0,A288RSAGJBLY9,6.0,6.0,31.0,2020-12-15 15:43:13
581,random,['bard'],exculpatory_conditional,1.0,AUD00RI8TJCOC,6.0,6.0,31.0,2020-12-15 16:01:56
582,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2WKZI3JQCE3Z6,,,,
583,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2COX3LNS1XI7Y,3.0,1.0,11.0,2020-12-15 16:24:42
584,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A18LAR2IV3FHF9,6.0,6.0,31.0,2020-12-15 16:30:22
585,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A11Q3D9ADJUKHP,3.0,0.0,11.0,2020-12-15 16:37:33
586,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A127VON6SHBDVO,,,,
587,random,['bard'],exculpatory_conditional,1.0,A2H1QUGX0SOUMH,6.0,6.0,31.0,2020-12-15 16:53:12
588,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A70TBKPGWQZO4,,,,
589,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AVLRFQFTUDFJA,5.0,2.0,22.0,2020-12-15 17:23:02
590,inculpatory,['bard'],exculpatory_conditional,0.0,A1BKX1AHM2NRY5,,,,
591,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A23HZ18KTCK2DA,6.0,6.0,31.0,2020-12-15 17:58:30
592,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2482SLAY120J2,6.0,6.0,31.0,2020-12-15 18:03:14
593,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2E42CB78Y5UQB,4.0,1.0,17.0,2020-12-15 18:20:34
594,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,ADFR737E4CDIK,4.0,1.0,17.0,2020-12-15 18:32:32
595,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A6QDP0HAGE9W5,,,,
596,credible,['bard'],exculpatory_conditional,0.0,AQ22FKL8ZY8WR,,,1.0,2020-12-15 19:54:43
597,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1FN2NYN3T4S5S,3.0,0.0,11.0,2020-12-15 20:04:43
598,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2CUAZD7OJDFYR,6.0,6.0,31.0,2020-12-15 20:26:10
599,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AJKB6GCZQNDUI,6.0,6.0,31.0,2020-12-15 21:33:55
600,random,['bard'],exculpatory_conditional,0.0,A3GOX4QQRUO57C,6.0,3.0,28.0,2020-12-15 21:34:12
601,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A3EO5H2EI4G4TC,6.0,5.0,31.0,2020-12-15 21:36:03
602,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2QFHX7HAGTLOQ,1.0,0.0,3.0,2020-12-15 21:37:40
603,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3728C36S28ER2,1.0,0.0,5.0,2020-12-15 23:10:14
604,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2G7N0X0PNX0EE,6.0,6.0,31.0,2020-12-15 21:40:03
605,credible,['bard'],exculpatory_conditional,1.0,A1FDDIQ0A0TIXL,6.0,4.0,31.0,2020-12-16 05:42:13
606,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1973HI2B8Y3WX,3.0,0.0,11.0,2020-12-15 21:44:39
607,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1FARD8D8S6WOA,6.0,5.0,31.0,2020-12-15 21:43:35
608,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2K2TRMUY4UJWW,6.0,6.0,31.0,2020-12-15 21:45:46
609,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2POU9TTW177VH,6.0,6.0,31.0,2020-12-15 22:00:20
610,random,['bard'],exculpatory_conditional,0.0,A24TVS9MMCGD7L,2.0,1.0,7.0,2020-12-15 21:52:09
611,inculpatory,['bard'],exculpatory_conditional,0.0,A1H8EMHI7917C6,,,,
612,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2D77Z833MK3IF,6.0,6.0,31.0,2020-12-15 22:48:35
613,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A128V4WDTJJ9MS,3.0,1.0,11.0,2020-12-15 23:00:28
614,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A3737WAE5ECT0M,6.0,6.0,31.0,2020-12-15 23:01:26
615,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2EY0J9LOPU3TU,6.0,6.0,31.0,2020-12-15 23:05:53
616,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A15VI0QFR2YO50,6.0,6.0,31.0,2020-12-15 23:16:42
617,random,['bard'],exculpatory_conditional,1.0,A2FP41BSPG0Y4A,6.0,6.0,31.0,2020-12-15 23:16:16
618,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A30XZDPFT4LCQT,6.0,6.0,31.0,2020-12-15 23:17:44
619,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A71NZTTHS4AMB,6.0,6.0,31.0,2020-12-15 23:24:16
620,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2U5EPFZXHW519,2.0,0.0,7.0,2020-12-15 23:27:57
621,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3UUH3632AI3ZX,2.0,2.0,8.0,2020-12-15 23:26:51
622,random,['bard'],exculpatory_conditional,1.0,AJ50MVTHK3T5E,6.0,6.0,31.0,2020-12-15 23:41:04
623,random,['bard'],exculpatory_conditional,1.0,AT60ESWGVSAG9,6.0,6.0,31.0,2020-12-15 23:40:54
624,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AGNEWBU7179GY,,,1.0,2020-12-15 23:43:01
625,inculpatory,['bard'],exculpatory_conditional,1.0,A13O22EMG5ZVN0,6.0,5.0,31.0,2020-12-15 23:44:10
626,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AJTLLYV8O5FQU,6.0,6.0,31.0,2020-12-15 23:46:43
627,credible,['bard'],exculpatory_conditional,1.0,AHMHG8491PRQW,6.0,6.0,31.0,2020-12-15 23:46:34
628,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1VQHQOFF6QT5L,1.0,1.0,6.0,2020-12-15 23:46:21
629,credible,['bard'],exculpatory_conditional,0.0,A2XLMRL553Q4VZ,,,,
630,random,['bard'],exculpatory_conditional,1.0,ABGFBUCWV7C23,6.0,6.0,31.0,2020-12-15 23:55:30
631,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A3PDOZ6I8PE9ZK,6.0,6.0,31.0,2020-12-16 00:00:01
632,inculpatory,['bard'],exculpatory_conditional,1.0,A2BPXWBO2OSJRP,6.0,6.0,31.0,2020-12-16 00:04:03
633,random,['bard'],exculpatory_conditional,1.0,AS2WCX025VMT,6.0,5.0,31.0,2020-12-16 00:07:53
634,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1WBGYZ6Y8NJ9,6.0,6.0,31.0,2020-12-16 00:09:08
635,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A28Y4CEFC3NK1V,3.0,3.0,15.0,2020-12-16 00:11:25
636,inculpatory,['bard'],exculpatory_conditional,1.0,A6J24NM8WHYTN,6.0,6.0,31.0,2020-12-16 00:17:34
637,inculpatory,['bard'],exculpatory_conditional,1.0,A101TTS7WAVXAV,6.0,6.0,31.0,2020-12-16 00:24:20
638,inculpatory,['bard'],exculpatory_conditional,1.0,AW0BLV9QJ601Q,6.0,6.0,31.0,2020-12-16 00:22:37
639,credible,['bard'],exculpatory_conditional,1.0,A25XQ0GFZ57PPU,6.0,6.0,31.0,2020-12-16 00:24:33
640,credible,['bard'],exculpatory_conditional,1.0,A18DXQDAY3A7DB,6.0,6.0,31.0,2020-12-16 00:22:23
641,random,['bard'],exculpatory_conditional,1.0,A3FAQHVPI8OUP0,6.0,6.0,31.0,2020-12-16 00:26:58
642,inculpatory,['bard'],exculpatory_conditional,0.0,A2RHJT0OMA09YH,2.0,0.0,7.0,2020-12-16 00:25:38
643,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A203KZ01LO7120,4.0,2.0,17.0,2020-12-16 00:32:49
644,inculpatory,['bard'],exculpatory_conditional,1.0,A382OV019QLW6H,6.0,6.0,31.0,2020-12-16 00:34:18
645,inculpatory,['bard'],exculpatory_conditional,1.0,A1GJO1XN06Z8DU,6.0,6.0,31.0,2020-12-16 00:40:27
646,credible,['bard'],exculpatory_conditional,1.0,A2YGZ409IST28,6.0,6.0,31.0,2020-12-16 00:49:43
647,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A710KFWM7SFLG,,,,
648,random,['bard'],exculpatory_conditional,1.0,AV6J56XKCIG7F,6.0,6.0,31.0,2020-12-16 00:54:29
649,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1QUQ0TV9KVD4C,,,,
650,credible,['bard'],exculpatory_conditional,1.0,A2I9PUZT19ZBO8,6.0,6.0,31.0,2020-12-16 00:55:59
651,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AS5W4VV79F5V,6.0,6.0,31.0,2020-12-16 00:56:27
652,random,['bard'],exculpatory_conditional,1.0,A321UTTHJSC5PO,6.0,6.0,31.0,2020-12-16 00:56:54
653,inculpatory,['bard'],exculpatory_conditional,1.0,A10HH9TRN6EVT4,6.0,6.0,31.0,2020-12-16 00:57:14
654,random,['bard'],exculpatory_conditional,0.0,A35JT9S4WJLLNE,,,,
655,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1YK3FJ1TUAQ72,3.0,3.0,11.0,2020-12-16 01:08:21
656,inculpatory,['bard'],exculpatory_conditional,1.0,AST0FXXXUAA6T,6.0,6.0,31.0,2020-12-16 01:11:32
657,credible,['bard'],exculpatory_conditional,1.0,A24NKUCAX1LURL,6.0,6.0,31.0,2020-12-16 01:15:08
658,random,['bard'],exculpatory_conditional,1.0,AVMSKBK9JWV0M,6.0,6.0,31.0,2020-12-16 01:13:27
659,inculpatory,['bard'],exculpatory_conditional,0.0,A14GOQTGU5OEMV,2.0,0.0,7.0,2020-12-16 01:14:25
660,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3DT1TJRHSUAGZ,1.0,0.0,2.0,2020-12-16 01:19:52
661,credible,['bard'],exculpatory_conditional,1.0,A3FIQNCS0RXQMZ,6.0,6.0,31.0,2020-12-16 01:26:32
662,inculpatory,['bard'],exculpatory_conditional,1.0,A2WU8H7H28R0IJ,6.0,6.0,31.0,2020-12-16 01:28:43
663,credible,['bard'],exculpatory_conditional,0.0,A3BG2VXRYD8BB2,5.0,2.0,22.0,2020-12-16 02:47:28
664,inculpatory,['bard'],exculpatory_conditional,1.0,A15JI9ZIILGCAK,6.0,6.0,31.0,2020-12-16 02:54:14
665,random,['bard'],exculpatory_conditional,0.0,AZ359IKGBESBH,5.0,2.0,22.0,2020-12-16 03:00:13
666,inculpatory,['bard'],exculpatory_conditional,0.0,A2U2HE45MFHDIZ,5.0,2.0,22.0,2020-12-16 03:22:54
667,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A35RZ2HKE9VWJ5,6.0,6.0,31.0,2020-12-16 04:03:20
668,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3MEA0J9RREQAJ,2.0,0.0,7.0,2020-12-16 04:04:41
669,random,['bard'],exculpatory_conditional,1.0,A25LXRZ7HED8RM,6.0,6.0,31.0,2020-12-16 04:39:33
670,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AM2NZYM1ODCK0,6.0,4.0,31.0,2020-12-16 04:45:01
671,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AE9B74Q4RH7A7,6.0,5.0,31.0,2020-12-16 05:31:00
672,random,['bard'],exculpatory_conditional,0.0,A2MA7K3MXOYXPK,4.0,1.0,17.0,2020-12-16 06:14:47
673,credible,['bard'],exculpatory_conditional,1.0,A15YZRTAPBI128,6.0,5.0,31.0,2020-12-16 08:06:45
674,random,['bard'],exculpatory_conditional,0.0,jhcsbmn,3.0,0.0,11.0,2020-12-16 08:32:24
675,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A14UIO4EQG1XB2,6.0,5.0,31.0,2020-12-16 08:35:34
676,random,['bard'],exculpatory_conditional,1.0,A251VJ52J128F2,6.0,6.0,31.0,2020-12-16 08:52:57
677,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,clickytest,,,,
678,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,clickytest,,,,
679,random,['bard'],exculpatory_conditional,0.0,juhtest,,,,
680,random,['bard'],exculpatory_conditional,0.0,juhtest,,,,
681,random,['bard'],exculpatory_conditional,0.0,A393PTHGYPKCRX,1.0,0.0,5.0,2020-12-16 17:37:04
682,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1YW8JQFWDRSLL,5.0,4.0,24.0,2020-12-16 17:39:45
683,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A24VDPRDUYM54J,3.0,0.0,11.0,2020-12-16 17:51:22
684,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1VM6NUT8X5OPY,,,2.0,2020-12-16 17:53:20
685,random,['bard'],exculpatory_conditional,1.0,A171UXH8M8F6HS,6.0,6.0,31.0,2020-12-16 18:00:52
686,credible,['bard'],exculpatory_conditional,1.0,A33VA7QSHBGFM0,6.0,6.0,31.0,2020-12-16 18:04:05
687,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2DRKCMVKZ884F,3.0,2.0,11.0,2020-12-16 18:05:03
688,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3N0108ZPQV6R4,3.0,0.0,11.0,2020-12-16 18:12:44
689,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3C0Z70QH05XHK,,,2.0,2020-12-16 18:14:20
690,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1EP6C4J0HYLGT,,,,
691,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A378DVZDTWCGQ7,6.0,6.0,31.0,2020-12-16 18:18:05
692,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1LM8OCZ4TNAJ5,3.0,0.0,11.0,2020-12-16 18:24:27
693,random,['bard'],exculpatory_conditional,0.0,A35GVG1B0TGRXA,,,,
694,inculpatory,['bard'],exculpatory_conditional,0.0,A33KCN8G4T3XVR,,,1.0,2020-12-16 18:54:58
695,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2EN9R04J4G85Y,3.0,0.0,11.0,2020-12-16 19:06:52
696,inculpatory,['bard'],exculpatory_conditional,0.0,A1FUK4Y4IT509I,4.0,1.0,17.0,2020-12-16 19:19:14
697,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A3CI73EFDLS3OF,6.0,6.0,31.0,2020-12-16 19:25:55
698,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,ARDUF5F189FZD,5.0,2.0,22.0,2020-12-16 19:27:10
699,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2PUO91RWWTH0F,6.0,3.0,28.0,2020-12-16 19:45:55
700,random,['bard'],exculpatory_conditional,0.0,A2EZGSYEMGMNV9,,,,
701,inculpatory,['bard'],exculpatory_conditional,0.0,A1SSIZ1YKDKPOV,6.0,3.0,28.0,2020-12-16 19:57:58
702,random,['bard'],exculpatory_conditional,1.0,A2JV461I3AIXOH,6.0,5.0,31.0,2020-12-16 20:00:59
703,inculpatory,['bard'],exculpatory_conditional,1.0,A36FTFWKSRJHMR,6.0,5.0,31.0,2020-12-16 20:06:42
704,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2WJMGV0HKQG3Z,6.0,6.0,31.0,2020-12-16 20:14:40
705,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3HUIC0ANKQQEB,1.0,0.0,2.0,2020-12-16 20:17:52
706,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A18PHFD6BWTP15,,,1.0,2020-12-16 20:33:58
707,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,ADWDNBND4BW94,3.0,2.0,12.0,2020-12-16 20:37:39
708,credible,['bard'],exculpatory_conditional,1.0,A188SHJZPHE8BA,6.0,6.0,31.0,2020-12-16 20:53:36
709,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1L1S0IAPZB4MO,6.0,5.0,31.0,2020-12-16 21:03:20
710,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A34KBIYMGPH924,6.0,6.0,31.0,2020-12-16 21:09:14
711,inculpatory,['bard'],exculpatory_conditional,1.0,A1PKCBFB4QY19G,6.0,6.0,31.0,2020-12-16 21:15:41
712,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AOOLG2CQTP0D6,6.0,5.0,31.0,2020-12-16 21:17:33
713,credible,['bard'],exculpatory_conditional,1.0,A1GHPGN19CVDMR,6.0,6.0,31.0,2020-12-16 21:18:38
714,inculpatory,['bard'],exculpatory_conditional,1.0,A3SZ6U0IA6OB39,6.0,6.0,31.0,2020-12-16 21:19:58
715,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,ATR4HRMH5G12W,6.0,3.0,28.0,2020-12-16 21:32:54
716,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2A6FH0F7LD9ND,6.0,6.0,31.0,2020-12-16 21:44:33
717,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1WKX933Q1TCZY,3.0,1.0,11.0,2020-12-16 22:05:21
718,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AOIK8K4X34LGR,6.0,6.0,31.0,2020-12-16 22:26:57
719,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A14WOQKK9IC5GD,6.0,6.0,31.0,2020-12-16 22:38:05
720,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A3IFXTDM71LOPI,6.0,6.0,31.0,2020-12-16 22:47:00
721,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A7VQJN8H4QMI6,6.0,6.0,31.0,2020-12-16 22:51:07
722,random,['bard'],exculpatory_conditional,0.0,AGNJ95PFTXAMZ,1.0,1.0,2.0,2020-12-16 22:54:48
723,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AERTGDDEFO9L5,,,,
724,random,['bard'],exculpatory_conditional,1.0,A2TCOV49RNTECD,6.0,6.0,31.0,2020-12-16 23:08:42
725,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A38LRU84UZTZBC,4.0,1.0,17.0,2020-12-16 23:13:39
726,random,['bard'],exculpatory_conditional,1.0,A1PF01FF85HUY4,6.0,6.0,31.0,2020-12-16 23:33:40
727,random,['bard'],exculpatory_conditional,0.0,A20RCHED1QJNFN,4.0,1.0,17.0,2020-12-16 23:39:45
728,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2X823PACMMOKP,6.0,6.0,31.0,2020-12-16 23:44:10
729,random,['bard'],exculpatory_conditional,0.0,A1SWGSFIMZJQE,1.0,0.0,2.0,2020-12-16 23:45:46
730,random,['bard'],exculpatory_conditional,1.0,A2F5QCUTZU7KF7,6.0,6.0,31.0,2020-12-17 00:29:27
731,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AQGJ6V57FZ7L7,4.0,3.0,18.0,2020-12-17 00:49:58
732,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A8RAYYZKGDBQD%20,6.0,6.0,31.0,2020-12-17 01:06:18
733,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A5B73N9C2HVEG,6.0,5.0,31.0,2020-12-17 01:19:30
734,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1MP9111IFPT1L,6.0,5.0,31.0,2020-12-17 02:14:22
735,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A16MOU06VATIZS,4.0,1.0,17.0,2020-12-17 04:53:45
736,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3SXUQ7CZKBWFX,2.0,0.0,7.0,2020-12-17 05:58:54
737,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AJ3L0LXHJKSNY,6.0,4.0,31.0,2020-12-17 05:48:48
738,credible,['bard'],exculpatory_conditional,0.0,A3IYFMRJ1DK6PH,,,2.0,2020-12-17 08:55:41
739,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A20C6QZRCAMBK6,6.0,6.0,31.0,2020-12-17 10:05:44
740,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,ARQ05PDNXPFDI,1.0,1.0,4.0,2020-12-17 11:32:18
741,credible,['bard'],exculpatory_conditional,0.0,test,,,,
