,cond_evidence,cond_question,cond_rating,task,task_complete,uid,num_catch,num_correct,scenario,start
175,random,['bard'],0.0,exculpatory_rateless,0.0,A1JOJM9JG53H9R,,,2.0,2021-02-25 22:52:23
176,credible,['bard'],1.0,exculpatory_rateless,0.0,A2Z75NJBZ46RE9,5.0,3.0,20.0,2021-02-25 22:53:58
177,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A207T1T5FX6H7D,6.0,6.0,31.0,2021-02-25 23:09:23
178,credible,['bard'],1.0,exculpatory_rateless,0.0,A1TNICCDSHTUXS,2.0,2.0,10.0,2021-02-25 23:03:09
179,inculpatory,['bard'],1.0,exculpatory_rateless,0.0,A2MUOR5H62S8OG,4.0,1.0,17.0,2021-02-25 23:03:33
180,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A3MYQGYGHTZVCP,6.0,6.0,31.0,2021-02-25 23:11:44
181,random,['bard'],1.0,exculpatory_rateless,1.0,A3NVUHG65ES2Y,6.0,6.0,31.0,2021-02-25 23:24:04
182,credible,['bard'],0.0,exculpatory_rateless,1.0,A1FGKIKJYSL1MI,6.0,6.0,31.0,2021-02-25 23:24:15
183,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A22J1U3RTB7TG4,6.0,6.0,31.0,2021-02-25 23:31:56
184,credible,['bard'],0.0,exculpatory_rateless,1.0,a2n44ymd67y63d,6.0,6.0,31.0,2021-02-25 23:36:25
185,credible,['bard'],0.0,exculpatory_rateless,0.0,A1A5EPWCVYLGOM,4.0,1.0,17.0,2021-02-25 23:35:52
186,credible,['bard'],0.0,exculpatory_rateless,1.0,A2BT7QVGXJKFKI,6.0,6.0,31.0,2021-02-25 23:45:29
187,credible,['bard'],1.0,exculpatory_rateless,0.0,A3NBNSLRLDTLOG,5.0,2.0,22.0,2021-02-25 23:47:02
188,credible,['bard'],0.0,exculpatory_rateless,1.0,A37VR7ZPZBGC33,6.0,4.0,31.0,2021-02-25 23:50:14
189,credible,['bard'],1.0,exculpatory_rateless,1.0,A6ASUA3LW2EYV,6.0,6.0,31.0,2021-02-25 23:51:33
190,credible,['bard'],1.0,exculpatory_rateless,1.0,A2RM1DEJOE6T3X,6.0,6.0,31.0,2021-02-25 23:52:22
191,random,['bard'],0.0,exculpatory_rateless,1.0,A2VHM8EO3FBGP,6.0,6.0,31.0,2021-02-26 00:03:31
192,random,['bard'],1.0,exculpatory_rateless,1.0,AL5MR5NR0VYFI,6.0,6.0,31.0,2021-02-26 00:09:31
193,random,['bard'],0.0,exculpatory_rateless,1.0,AE63GABJL0FGJ,6.0,6.0,31.0,2021-02-26 00:21:53
194,random,['bard'],1.0,exculpatory_rateless,0.0,A84LXRLRLXPCY,3.0,1.0,11.0,2021-02-26 00:46:16
195,credible,['bard'],0.0,exculpatory_rateless,1.0,A1M3HU7RRX0BXZ,6.0,6.0,31.0,2021-02-26 00:54:58
196,random,['bard'],1.0,exculpatory_rateless,1.0,A2NK89ZPYIMP87,6.0,5.0,31.0,2021-02-26 01:01:47
197,credible,['bard'],1.0,exculpatory_rateless,1.0,ARQ7R97434PM2,6.0,5.0,31.0,2021-02-26 01:04:39
198,credible,['bard'],1.0,exculpatory_rateless,1.0,APF1EAZT104LQ,6.0,6.0,31.0,2021-02-26 01:05:53
199,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A1CHU9J9YU9CS8,6.0,6.0,31.0,2021-02-26 01:11:59
200,credible,['bard'],0.0,exculpatory_rateless,0.0,A3TYCJO2DG3RMH,2.0,1.0,8.0,2021-02-26 01:12:22
201,random,['bard'],0.0,exculpatory_rateless,1.0,A2LBH2X1DIWOD,6.0,6.0,31.0,2021-02-26 01:15:01
202,random,['bard'],1.0,exculpatory_rateless,1.0,A1SKBBTD0PJI6G,6.0,6.0,31.0,2021-02-26 01:14:37
203,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,AR0UKLOCTE3Q0,5.0,2.0,22.0,2021-02-26 02:13:16
204,credible,['bard'],0.0,exculpatory_rateless,0.0,A2IMGMVY8TRJE4,,,2.0,2021-02-26 02:39:10
205,credible,['bard'],0.0,exculpatory_rateless,0.0,A2V04K34HKAD9M,1.0,1.0,5.0,2021-02-26 02:43:12
206,credible,['bard'],0.0,exculpatory_rateless,0.0,A1927EGFNSOBTJ,3.0,0.0,11.0,2021-02-26 04:32:58
207,credible,['bard'],1.0,exculpatory_rateless,1.0,A2WTOTXURSH2LR,6.0,4.0,31.0,2021-02-26 04:44:53
208,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,A1CVAA9NN0IT5G,1.0,0.0,5.0,2021-02-26 14:28:51
209,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,A1UUSPQR8K5230,2.0,0.0,7.0,2021-02-26 07:50:35
210,inculpatory,['bard'],1.0,exculpatory_rateless,0.0,A1ANS0LT8M32JD,5.0,3.0,22.0,2021-02-26 09:48:21
211,credible,['bard'],1.0,exculpatory_rateless,1.0,A2BPBE6D5JKT6Q,6.0,6.0,31.0,2021-02-26 11:38:29
212,credible,['bard'],1.0,exculpatory_rateless,1.0,A1OVBBM0WHOVNT,6.0,6.0,31.0,2021-03-02 00:08:10
213,random,['bard'],1.0,exculpatory_rateless,1.0,A3LGH2ISF18Z9W,6.0,5.0,31.0,2021-03-02 00:16:54
214,credible,['bard'],1.0,exculpatory_rateless,1.0,A1G4DA61N4XPLL,6.0,6.0,31.0,2021-03-02 00:12:36
215,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A3P35II1RN3FYV,6.0,6.0,31.0,2021-03-02 00:13:34
216,credible,['bard'],1.0,exculpatory_rateless,1.0,A21FSF2MCK11IR,6.0,6.0,31.0,2021-03-02 00:14:39
217,random,['bard'],1.0,exculpatory_rateless,1.0,A2P429K4D0WM9R,6.0,5.0,31.0,2021-03-02 00:19:52
218,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A2F1AA15HG0FRU,6.0,6.0,31.0,2021-03-02 00:28:34
219,credible,['bard'],0.0,exculpatory_rateless,1.0,A3N17LYEE7484L,6.0,4.0,31.0,2021-03-02 00:28:15
220,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A17ITPS92UMJRJ,6.0,6.0,31.0,2021-03-02 00:30:30
221,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A1VMPZVVVZUCS4,6.0,6.0,31.0,2021-03-02 00:36:22
222,credible,['bard'],0.0,exculpatory_rateless,1.0,A15T9HDPHV3X7Q,6.0,6.0,31.0,2021-03-02 00:41:26
223,random,['bard'],1.0,exculpatory_rateless,0.0,A2YT9HJEU5KTYM,2.0,0.0,8.0,2021-03-02 01:04:02
224,credible,['bard'],1.0,exculpatory_rateless,0.0,A2DWIUJI9NIHFW,2.0,0.0,7.0,2021-03-02 00:52:00
225,credible,['bard'],1.0,exculpatory_rateless,1.0,A2CWA5VQZ6IWMQ,6.0,6.0,31.0,2021-03-02 00:54:47
226,credible,['bard'],1.0,exculpatory_rateless,1.0,A2NKW6JBEM4LL4,6.0,5.0,31.0,2021-03-02 01:01:47
227,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,4,,,2.0,2021-03-02 01:02:36
228,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A1L1S0IAPZB4MA,6.0,6.0,31.0,2021-03-02 01:20:23
229,random,['bard'],1.0,exculpatory_rateless,1.0,AKZUP3VY594E8,6.0,6.0,31.0,2021-03-02 01:25:33
230,credible,['bard'],1.0,exculpatory_rateless,0.0,A1Q8BVNW9B7OKQ,4.0,1.0,17.0,2021-03-02 01:28:10
231,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,ACKG8OU1KHKO2,6.0,6.0,31.0,2021-03-02 01:32:23
232,random,['bard'],0.0,exculpatory_rateless,0.0,APMUBXRRBPG45,3.0,0.0,11.0,2021-03-02 02:00:23
233,random,['bard'],1.0,exculpatory_rateless,0.0,3333,,,1.0,2021-03-02 02:11:35
234,credible,['bard'],1.0,exculpatory_rateless,0.0,A3KG6D3CQDEURV,5.0,5.0,22.0,2021-03-02 02:16:08
235,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,ASUYZPEXOLCZT,6.0,6.0,31.0,2021-03-02 02:18:34
236,random,['bard'],0.0,exculpatory_rateless,1.0,A3BPJK7XSOHXM4,6.0,5.0,31.0,2021-03-02 02:19:06
237,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,ACMDY31Q38UPZ,,,2.0,2021-03-02 02:18:57
238,random,['bard'],1.0,exculpatory_rateless,1.0,A189OY9QEDBF9H,6.0,6.0,31.0,2021-03-02 02:22:38
239,random,['bard'],1.0,exculpatory_rateless,0.0,A3OF9HAEZVBQ3G,,,,
240,random,['bard'],0.0,exculpatory_rateless,0.0,A19V3A2N7GWL77,3.0,3.0,16.0,2021-03-02 02:29:17
241,credible,['bard'],0.0,exculpatory_rateless,1.0,A3RGIKEI8JS2QG,6.0,6.0,31.0,2021-03-02 02:30:41
242,random,['bard'],0.0,exculpatory_rateless,1.0,A36QB5I9TY8YE2,6.0,6.0,31.0,2021-03-02 02:29:47
243,random,['bard'],1.0,exculpatory_rateless,0.0,A19ATLCQ7YUU88,4.0,1.0,17.0,2021-03-02 02:39:26
244,credible,['bard'],1.0,exculpatory_rateless,1.0,AA3I6BSPTQ96P,6.0,6.0,31.0,2021-03-02 02:40:43
245,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A3SUUPLFBSG1T9,6.0,6.0,31.0,2021-03-02 02:53:10
246,random,['bard'],0.0,exculpatory_rateless,0.0,A16SH7JUOTPBP,6.0,3.0,28.0,2021-03-02 03:00:25
247,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,A35ZMCD96J7HQO,4.0,1.0,17.0,2021-03-02 03:01:49
248,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A2WHWML9IAFJUE,6.0,6.0,31.0,2021-03-02 03:14:28
249,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A5A14MTB35J23,6.0,6.0,31.0,2021-03-02 03:17:45
250,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A2O8L681OIZGPV,6.0,6.0,31.0,2021-03-02 03:36:54
251,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A3VDG4N48AVYGQ,6.0,6.0,31.0,2021-03-02 03:23:33
252,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A3T9K2RY06UO14,6.0,6.0,31.0,2021-03-02 03:28:36
253,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,A2580O4IYRX53L,2.0,0.0,7.0,2021-03-02 03:29:50
254,random,['bard'],0.0,exculpatory_rateless,0.0,AZ2OLOQD33P3Y,3.0,0.0,11.0,2021-03-02 03:38:42
255,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A1G6DFTYUM578N,6.0,4.0,31.0,2021-03-02 03:52:47
256,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A3T5UAYFKJBVTA,6.0,6.0,31.0,2021-03-02 03:54:57
257,inculpatory,['bard'],1.0,exculpatory_rateless,0.0,A2TZBMR3BTDC6K,2.0,0.0,7.0,2021-03-02 04:04:21
258,random,['bard'],0.0,exculpatory_rateless,1.0,A2O67PQ9YKH2FY,6.0,5.0,31.0,2021-03-02 04:07:01
259,credible,['bard'],1.0,exculpatory_rateless,1.0,A1IL81UMEC9OJI,6.0,6.0,31.0,2021-03-02 04:06:47
260,random,['bard'],1.0,exculpatory_rateless,1.0,A1R9PH4LOMKZ13,6.0,6.0,31.0,2021-03-02 04:17:40
261,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A2PWE9TKEM99BA,6.0,6.0,31.0,2021-03-02 04:17:33
262,random,['bard'],0.0,exculpatory_rateless,1.0,AMSU7G0MWMR70,6.0,6.0,31.0,2021-03-02 04:19:50
263,credible,['bard'],0.0,exculpatory_rateless,1.0,A2DVVVMDROYSOX,6.0,6.0,31.0,2021-03-02 04:26:40
264,random,['bard'],1.0,exculpatory_rateless,1.0,ACZQOCDA2SXYX,6.0,6.0,31.0,2021-03-02 04:24:22
265,credible,['bard'],0.0,exculpatory_rateless,0.0,ALCPF5NANBDSZ,,,,
266,inculpatory,['bard'],1.0,exculpatory_rateless,0.0,A1K8VUKRL53OX,2.0,2.0,8.0,2021-03-02 04:37:20
267,inculpatory,['bard'],1.0,exculpatory_rateless,0.0,A273B58CZCS643,1.0,1.0,5.0,2021-03-02 04:54:10
268,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A1UBV2NP7OVDVV,6.0,6.0,31.0,2021-03-02 04:52:02
269,random,['bard'],1.0,exculpatory_rateless,1.0,A2ML40J7NKUQ5D,6.0,6.0,31.0,2021-03-02 05:02:45
270,random,['bard'],1.0,exculpatory_rateless,0.0,A1IZXYBZFZAPAQ,,,,
271,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,AU01P6YB9J5JX,6.0,6.0,31.0,2021-03-02 05:07:25
272,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A19FEZUCRLSLSX,6.0,6.0,31.0,2021-03-02 05:10:38
273,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A26KZMPK2EKVMX,6.0,5.0,31.0,2021-03-02 06:05:44
274,random,['bard'],0.0,exculpatory_rateless,1.0,A373ZHDG0UNHHZ,6.0,6.0,31.0,2021-03-02 05:30:00
275,credible,['bard'],0.0,exculpatory_rateless,1.0,A1YA7TP3N05FII,6.0,6.0,31.0,2021-03-02 06:13:23
276,random,['bard'],0.0,exculpatory_rateless,1.0,A1V8FJHR0XVNCV,6.0,5.0,31.0,2021-03-02 06:12:34
277,credible,['bard'],0.0,exculpatory_rateless,0.0,A3W341JMZSKATX,,,1.0,2021-03-02 07:15:03
278,random,['bard'],0.0,exculpatory_rateless,1.0,A1LDB5XI8SW99C,6.0,6.0,31.0,2021-03-02 09:08:46
279,credible,['bard'],1.0,exculpatory_rateless,0.0,AZLWRBZ5B4SKT,1.0,0.0,5.0,2021-03-04 22:44:07
280,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,AGMC0106ZQ7PE,6.0,6.0,31.0,2021-03-04 22:48:48
281,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,ACRTRQ23XH20E,6.0,5.0,31.0,2021-03-04 22:47:40
282,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A3OZ8KF0HWSVWK,6.0,6.0,31.0,2021-03-04 23:04:46
283,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A49HPQ9P5AHU4,6.0,6.0,31.0,2021-03-04 23:04:51
284,credible,['bard'],1.0,exculpatory_rateless,1.0,A2BCK6M4SPHRRH,6.0,6.0,31.0,2021-03-04 23:11:44
285,random,['bard'],0.0,exculpatory_rateless,0.0,AH7VF786B5UG4,2.0,0.0,7.0,2021-03-04 23:11:20
286,credible,['bard'],0.0,exculpatory_rateless,0.0,A3FRLCRRHAH31Q,5.0,2.0,22.0,2021-03-04 23:17:48
287,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A2O4XAP7RMWJJ4,6.0,4.0,31.0,2021-03-04 23:27:20
288,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A10T0161B70BXP,6.0,5.0,31.0,2021-03-04 23:29:46
289,credible,['bard'],0.0,exculpatory_rateless,0.0,A3QJJR5Y3XE92N,1.0,1.0,7.0,2021-03-04 23:31:30
290,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A2GSZI2717YXZK,6.0,4.0,31.0,2021-03-04 23:32:56
291,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A31JM9RECQGYEX,6.0,6.0,31.0,2021-03-04 23:35:51
292,credible,['bard'],1.0,exculpatory_rateless,1.0,A22KRF782ELLB0,6.0,6.0,31.0,2021-03-04 23:41:37
293,random,['bard'],0.0,exculpatory_rateless,0.0,A3IDWLRXWYXBWN,3.0,0.0,11.0,2021-03-04 23:41:04
294,credible,['bard'],0.0,exculpatory_rateless,0.0,A1K42W7BKJDVB,,,1.0,2021-03-04 23:59:31
295,credible,['bard'],0.0,exculpatory_rateless,1.0,A2Y2AZ8DBFU47Q,6.0,6.0,31.0,2021-03-05 00:56:56
296,random,['bard'],0.0,exculpatory_rateless,1.0,A20FCMWP43CVIU,6.0,6.0,31.0,2021-03-05 00:06:49
297,inculpatory,['bard'],1.0,exculpatory_rateless,0.0,AAH6HJWRC4JD2,4.0,1.0,17.0,2021-03-05 00:24:00
298,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,A1C0R9VK6VB9HZ,2.0,1.0,7.0,2021-03-05 00:15:43
299,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A351IXEGN07W7G,6.0,6.0,31.0,2021-03-05 00:23:27
300,random,['bard'],0.0,exculpatory_rateless,1.0,A3017ZO18WCEI3,6.0,5.0,31.0,2021-03-05 00:27:14
301,credible,['bard'],1.0,exculpatory_rateless,0.0,AI9YR5E1S3U19,4.0,1.0,17.0,2021-03-05 00:30:53
302,random,['bard'],0.0,exculpatory_rateless,1.0,A3I62460289O85,6.0,6.0,31.0,2021-03-05 00:31:50
303,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,A2JQPSIVUCW92T,3.0,3.0,11.0,2021-03-05 00:36:32
304,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A1YAVRC52D4PV1,6.0,6.0,31.0,2021-03-05 00:49:02
305,random,['bard'],1.0,exculpatory_rateless,1.0,AZ8KL6F16ZS7G,6.0,6.0,31.0,2021-03-05 00:47:22
306,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A3MDU0KP6F46FP,6.0,6.0,31.0,2021-03-05 00:49:00
307,random,['bard'],1.0,exculpatory_rateless,1.0,A2ZX7580NVWA6I,6.0,4.0,31.0,2021-03-05 00:52:30
308,credible,['bard'],0.0,exculpatory_rateless,1.0,AYVWSFAUHCZWO,6.0,6.0,31.0,2021-03-05 00:57:37
309,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A3LIE6Q2EGABU6,6.0,6.0,31.0,2021-03-05 01:01:50
310,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A2JAE9P7FQXU2T,6.0,6.0,31.0,2021-03-05 01:15:34
311,random,['bard'],1.0,exculpatory_rateless,1.0,ASAB45GU3E5M3,6.0,6.0,31.0,2021-03-05 01:15:22
312,random,['bard'],1.0,exculpatory_rateless,1.0,AS7ZK30LXDC46,6.0,6.0,31.0,2021-03-05 01:20:24
313,credible,['bard'],1.0,exculpatory_rateless,1.0,ASN4MC6EVKD7A,6.0,6.0,31.0,2021-03-05 01:22:04
314,credible,['bard'],1.0,exculpatory_rateless,1.0,A1REWIYHM77VPT,6.0,6.0,31.0,2021-03-05 01:29:36
315,credible,['bard'],1.0,exculpatory_rateless,0.0,AFO9MCOXXSYY7,,,1.0,2021-03-05 01:31:23
316,random,['bard'],1.0,exculpatory_rateless,1.0,A3PLWSCPFLCEGI,6.0,6.0,31.0,2021-03-05 01:30:16
317,credible,['bard'],0.0,exculpatory_rateless,1.0,A162384ZKEJC7F,6.0,6.0,30.0,2021-03-05 01:29:44
318,credible,['bard'],0.0,exculpatory_rateless,1.0,A90B6DGZNL6OY,6.0,6.0,31.0,2021-03-05 01:31:21
319,random,['bard'],1.0,exculpatory_rateless,1.0,A18BSHQD73RIZK,6.0,6.0,31.0,2021-03-05 01:34:53
320,random,['bard'],1.0,exculpatory_rateless,0.0,A1HVSOJC13XEK1,,,2.0,2021-03-05 01:48:55
321,credible,['bard'],0.0,exculpatory_rateless,1.0,A12J4IRF5Z06BT,6.0,6.0,31.0,2021-03-05 02:26:34
322,random,['bard'],1.0,exculpatory_rateless,1.0,A1L1S0IAPZB4MS,6.0,6.0,31.0,2021-03-05 02:40:26
323,credible,['bard'],0.0,exculpatory_rateless,0.0,A3EMXBQG4NXJVM,3.0,3.0,13.0,2021-03-05 02:45:36
324,random,['bard'],1.0,exculpatory_rateless,1.0,A2M10QYY3BTJ0Q,6.0,6.0,31.0,2021-03-05 02:44:58
325,random,['bard'],1.0,exculpatory_rateless,0.0,A1YIE68LKBFUSD,4.0,4.0,17.0,2021-03-05 02:58:17
326,random,['bard'],0.0,exculpatory_rateless,0.0,A7LML9IOO802O,,,,
327,credible,['bard'],1.0,exculpatory_rateless,1.0,A1IFSJYV94MRK8,6.0,5.0,31.0,2021-03-05 03:18:09
328,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,A23DLELKE6EJJG,4.0,1.0,17.0,2021-03-05 03:33:21
329,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,A2DTYSIBBXIAVB,5.0,2.0,22.0,2021-03-05 03:24:49
330,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A1H1TKK54YG94Q,6.0,6.0,31.0,2021-03-05 03:27:59
331,credible,['bard'],0.0,exculpatory_rateless,0.0,A4392TOCVZRX7,6.0,3.0,28.0,2021-03-05 03:37:57
332,credible,['bard'],0.0,exculpatory_rateless,0.0,A2ZEWMNLPFFOXM,,,,
333,inculpatory,['bard'],1.0,exculpatory_rateless,0.0,A10F0OVV7A0U74,,,,
334,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,AWKP0M7G5BBCC,6.0,6.0,31.0,2021-03-05 03:47:13
335,inculpatory,['bard'],1.0,exculpatory_rateless,0.0,ATTDVS5IWEE75,5.0,2.0,22.0,2021-03-05 11:49:53
336,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,A8W7457HGBJ31,5.0,2.0,22.0,2021-03-05 04:19:30
337,credible,['bard'],1.0,exculpatory_rateless,1.0,A19F2L7M226USH,6.0,6.0,31.0,2021-03-05 04:40:55
338,credible,['bard'],0.0,exculpatory_rateless,0.0,A2JJF5OFND2KL5,1.0,0.0,2.0,2021-03-05 05:40:45
339,credible,['bard'],0.0,exculpatory_rateless,0.0,A1SH6BOQT9K5VT,2.0,0.0,7.0,2021-03-05 05:37:14
340,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,A1D6V3CKUT95LJ,6.0,5.0,28.0,2021-03-05 05:50:03
341,random,['bard'],0.0,exculpatory_rateless,1.0,A1GY6XMHLCXX54,6.0,6.0,31.0,2021-03-05 06:02:18
342,credible,['bard'],1.0,exculpatory_rateless,1.0,A5U517WO9A7MD,6.0,6.0,31.0,2021-03-05 06:14:19
343,credible,['bard'],0.0,exculpatory_rateless,1.0,A2NO44KT1KXFWC,6.0,5.0,31.0,2021-03-05 06:45:34
344,random,['bard'],1.0,exculpatory_rateless,1.0,A24PDG9XRA4HIV,6.0,6.0,31.0,2021-03-05 07:08:25
